Id,Price
13924,135910.62760381566
15341,232372.40444746937
4353,187684.5502743646
4334,65621.19902280641
1872,170156.80109870344
7823,164017.40679544804
310,153334.24091392115
3704,243491.4281335028
11615,225622.4434447483
6605,215042.18240245807
3381,178592.55238963297
2143,142715.86589196933
3191,243565.92340391202
13980,134629.86049321777
15613,179069.230699751
10943,333789.91164474987
9654,179117.69436698136
16053,412953.356089187
14931,223178.7513987092
8299,246369.94841680297
2147,174173.3301494222
11567,395012.4347744481
5905,144283.21125635263
11160,128674.05662230027
8275,147280.2993653978
16398,257286.79126036036
11229,178585.82379870606
10309,165863.20450129337
7340,245894.21116098325
7653,174796.7473992436
272,200859.335361299
9831,226308.62171199542
5016,147399.91537998815
5968,68282.2971381869
796,235551.0970672506
12123,134005.98324235223
16629,194643.94439483245
2637,160543.2592067217
6194,224182.77055719707
6216,290294.89692575805
14346,170892.7447472567
6428,136201.13126344993
2891,206015.84000622804
84,181200.93017664534
9260,223702.86019258294
15250,152552.30206907573
2348,200228.63946941818
10427,250851.50427489736
13230,242599.13919218478
1691,224484.19924826216
8803,134193.44309600187
5464,228864.59892933923
10559,115482.87912737927
16787,307240.65307503263
4278,160641.8991971593
6183,169911.8632643014
12775,160633.16968873222
10104,172465.0029908256
13663,190418.4972764467
9404,300931.41293003527
14724,220106.72157396498
10040,197378.92442363958
4646,201225.78233835692
4754,154603.0138916083
3310,212434.01106002968
2003,186395.60896377644
7312,176712.6338749913
10921,229356.6899957667
13419,272392.9941494477
10105,152385.6876528805
2196,363939.82431081025
12659,239081.59077689744
4380,228803.86624872283
10847,150435.9663347417
10805,264025.6849631835
8709,100490.01656298402
8319,180287.91939930286
2215,184745.4898729854
7000,195157.14455088758
7701,99070.21583074525
9678,209069.00558238695
14026,194924.77633621928
7971,170512.50608057273
13734,151830.84160482968
16483,200153.9007997619
6150,200702.66888723962
2931,269413.29474607547
5418,202636.17088775084
1662,449391.0666231808
2441,212888.3885097408
669,156381.7618862287
7734,187390.55022027728
6010,231917.90865616064
266,124793.47122074735
632,134460.98410881378
16221,143297.61441844178
11832,170896.93808396527
5035,137352.25477329784
37,113085.76736720813
6168,191872.85007760493
11757,177795.1526787738
8086,125659.57242160085
6529,230729.66876763478
15121,244862.07987749673
13904,141055.51669422613
3711,169801.74843221737
16563,133764.10671675365
14494,179153.02618617518
3006,227263.30419928397
15299,140969.8142603631
92,266827.5699828693
8066,189822.5245932704
16071,206664.5446485479
10662,145441.35174485797
3883,211121.68616097546
5511,124681.56028580556
2821,272867.89423991035
9570,182036.30459896775
4326,265241.33262465015
9251,242272.59626824956
9031,183889.03163008485
12689,176431.85502388756
16380,277987.8541538791
1053,221445.4753697422
4568,195855.68685484445
16140,118361.9697697959
14356,377649.9225030999
8466,184540.52399716945
15652,150161.19081919713
3285,110036.60796869111
3198,172174.7836996779
14088,393385.61754125525
2268,121613.57391022016
15472,225088.6699757654
1203,252739.79781238717
7157,330942.4341519836
6886,191388.76300446244
5083,251568.85427031855
7467,113763.86442566884
14068,203306.6801432569
2080,185170.24709040264
10865,160890.87606045633
13516,176386.5394008607
14150,203103.04036750895
7609,120485.11333633603
2144,352251.12141387205
10357,194979.33989367544
2396,263811.47704984335
1526,310788.9140695143
10890,242752.11808686776
8638,390906.33111347107
6050,257873.49235759664
7639,110964.08486408106
10544,191544.63648872628
9577,245638.42646039557
13195,208869.01409290396
3484,225610.1761996802
16668,407347.82028815476
7171,185455.54436120612
8547,215250.89353055306
12735,214255.1078753255
9093,180620.68197406075
15323,258832.56461890557
14897,140810.92275046644
5135,129051.56084650189
5327,230824.4770532614
13133,226306.18965130806
1676,295086.7406022121
16296,271543.32559716614
1095,163211.22845903973
12528,150242.56018247158
7348,267379.60699467984
11663,176562.78078466607
1803,207957.25593725892
1510,236459.62140089934
16045,172200.60043772563
2900,146684.75957851755
3236,181019.96580863174
1318,312509.07083445095
14948,200829.67670741133
7840,310645.8557936827
15325,186564.80474087058
8700,152004.0091372208
15706,192390.7678734704
14449,158824.30541858307
16117,180905.68254710062
4529,187781.1833581137
11199,201064.18063551723
4052,285000.38559162436
821,205613.63665730396
68,265909.11723142205
554,136556.05638751556
452,197627.81454226727
11394,285147.4934346852
11393,189385.0628636209
9535,157972.44877350863
4024,178436.10050922804
10069,217722.8853630235
12007,154205.8017237545
12368,336530.81618430605
1259,334924.08379976224
1124,290610.33766297845
3707,187917.9511665022
8767,169248.14020320843
1919,167316.8320858727
16741,164643.9178778681
6664,269696.52964938217
5688,365812.13331468607
7799,160095.0590055841
14843,317453.8071107716
7532,168616.81974720123
8133,157177.02141135308
6264,344637.3329410112
4125,162680.41756133572
2410,175351.9618005649
13607,223265.47658733572
1716,271219.54548658355
1370,153469.6131838521
2273,372536.2712555628
15298,335000.5496307688
4284,252199.9701019597
12303,158002.18209582305
7808,138048.65274493545
2203,132928.81707109185
7237,123624.63866360062
15864,169324.47717755288
2844,193442.67255727714
5729,180383.95553468209
11812,299122.97958789393
1779,171569.65151481444
6442,158408.2123459605
6160,209090.86323772345
8266,196462.53924097162
9903,160297.4136914599
2867,135575.3854818471
6998,180089.2687673028
13932,170706.61923771794
12587,158157.71870134913
3611,230876.689107253
2646,269608.4477942633
1890,175089.9898938207
860,254454.83896651806
14187,205133.5056746991
12569,279201.59733596904
1276,103045.72640746989
12025,203964.42704289593
4890,291690.1199707399
14410,285973.30015506677
10352,277680.0953372235
11407,210352.30343452087
10384,168640.9237521272
7622,279996.8241110232
12578,168182.8168847569
15820,176886.9282605543
563,206923.97875480994
15226,171716.8173030404
6396,205441.89948086132
6247,145614.66657825172
3339,157516.0793940952
10975,268046.41879861313
7475,110089.55793284792
11129,191224.39930189622
3051,274640.49345445656
10232,244781.7856399204
14106,187405.08993581953
5502,226947.75606574077
4558,68480.6556551145
4181,145119.33229800427
8426,128974.84878870138
6611,179406.08984980165
14641,158604.31234551402
15539,249520.36329661423
13119,159588.27406088662
11716,177787.24153446668
7316,232710.0972451536
7791,114477.90929527146
13034,332177.7711141636
1068,281163.3834769413
4060,180133.26067544305
10172,204030.92484025628
2591,182592.80891671826
12494,332802.09107796603
7828,260514.88574987598
15284,189099.16897064177
7947,181258.26782932988
16335,203847.7479835793
10234,311099.5198963494
2797,255130.62239189685
5341,258608.1760003971
3059,257304.7184222252
1559,67246.13490663444
15320,244732.02073669847
10284,339632.25898857525
4134,224493.81407061208
4481,242272.59626824956
7222,200099.01917917054
4062,208437.20103002814
2192,192530.38983805222
9637,185566.41464168183
16236,164626.49305740686
4272,166749.41756145345
9406,275933.16271404456
14309,243455.20588414997
1946,309078.4744792048
16235,238578.18233971443
7146,175675.76620175166
16784,247329.62091148883
349,349874.3705087479
6251,179451.2364737611
5128,341340.59344051086
11718,185811.39946649314
16721,115993.76951468241
12517,211178.74670633196
15961,185126.89810581767
9428,167981.03982603975
14541,145200.2581215995
10168,132162.14794435035
11270,188539.68255424677
13210,214595.42948820486
11518,170261.06058726503
12612,167416.94424407082
16352,122668.6613573408
9935,140148.4121558419
15521,279326.5305420283
11482,198490.12726849283
11443,205264.4283257424
9459,233027.50882660344
9218,200542.2279093543
854,147237.41658486464
5619,140709.4401141176
9208,177775.03476678111
4391,139175.3677639274
15207,161173.6555941919
7183,187101.54764927345
16442,214309.54557138396
7936,86818.46947061812
10606,331394.41501042095
4979,156284.54027047977
4854,257639.39854621017
16476,125463.12621280465
10516,163954.29027940365
16261,258200.96051492268
90,360622.5171434524
5433,177090.8353788686
14338,136667.66537606425
13487,245884.2966467272
8211,445312.47661372495
170,143234.34751008442
14051,111309.84517208616
10686,194051.55068571903
7595,255293.12808245607
6777,384038.0516442721
14661,172648.3170182751
13991,295837.7736681167
16795,170576.77229912553
2740,126748.96005350008
7368,283517.0475109488
2413,245854.48427927392
1852,470519.60692705296
15200,356229.5560423705
8467,322867.0752495015
16379,275048.4415813361
3375,187965.07373795228
5945,454378.19371996954
2641,190261.3346652342
2837,337113.0275939997
3498,244238.61412428657
10876,159170.5137853715
1285,223060.510407279
9285,227061.82612624628
4015,343645.41753514804
2526,165628.6194312729
7814,202595.36665277308
7117,302812.59366185305
12359,118256.98314762901
3303,300232.6324429276
13874,168287.09523470997
5484,173947.10125529682
15067,166467.63012370464
12639,215158.1848700219
3388,248207.6064233962
4256,194193.06608432395
15738,193469.872870239
14049,181964.5747455003
15780,181251.44440748577
9564,172979.60290712275
11910,205707.52636078995
11315,279023.59072261414
1733,161469.775697557
3910,315980.3687271507
7552,465173.06911677064
254,177362.91134730235
5222,224180.72051976842
8314,239091.00229691243
16743,184331.0592114142
10335,116888.0459879559
8226,292060.7661375426
12254,208584.12915207326
13152,230551.64531575466
15020,190405.37445838348
16349,217389.81053456123
11924,173385.6050598148
12543,186852.2000005294
14114,222601.9495440206
12318,252787.5895754291
15383,165650.97904538395
6679,256012.0801491948
635,182405.92961316032
15993,276869.1887997897
11375,220668.74677103577
11216,193256.8727491294
15401,222935.06463598344
11301,145763.17611033752
13804,281348.09648216027
10839,201914.18029813556
1588,339146.08843991987
3596,194599.78536262567
5816,179867.07428770573
8099,145234.88172732323
6551,176089.6790589973
14075,433662.97704180016
13431,202834.60756549315
9481,291986.81900175085
5295,165377.3659312752
15859,341219.7732538554
10634,331619.33523310703
444,209070.2537164365
11686,250503.94522121918
1213,202021.61260381123
13970,191595.69082440168
6849,361630.68476400734
9911,236950.4722619871
5649,160601.4289304381
7184,230933.6023651256
5877,281217.86877617735
1655,288277.1901865107
15301,190010.1378478446
12389,232315.04253329066
5241,289522.035488671
7048,162981.55923688476
10574,155840.99825540313
8593,170158.87155937564
4752,175107.47489621892
14663,181995.68817828572
10994,223156.1372924688
87,81854.25587996621
5132,126299.96312989983
6372,364089.42701557797
7411,268335.6099015718
3319,248390.39760229626
9355,129956.45658099862
5139,278688.76356923924
56,246023.14519488957
3249,171248.6263049131
5047,85884.17907577656
13238,289896.6929936314
2190,308640.1562604646
15599,177074.54817531057
6542,165631.66052132176
1968,212663.4346512217
5630,215009.8524094492
9157,255878.8960161009
789,190496.3017663698
1413,276303.69602117897
12514,252311.18026487218
13459,141420.95973851607
1345,222751.25254538775
4034,208040.8672996732
15169,153173.59859298068
6770,241586.922535943
3334,194096.21415875907
12998,169766.1661400062
15870,229001.20877482605
1871,155324.46875359217
5770,165386.12687370574
13196,154658.90356307925
7633,189160.6003235706
10699,199535.87541533177
15470,196374.18157368546
1903,419687.4065285277
13860,242511.28582874525
7649,184563.38968007
11043,190907.27111968352
2922,201742.22831515258
7538,283391.99067041394
9477,113997.37832994555
117,458685.19389146636
1457,251819.92975873032
7082,174924.6835795279
3053,248592.14134912685
12522,111758.01797279732
5744,315958.58298810874
13566,350500.46503819857
1464,127277.7483731856
3852,141092.29435494842
9557,213950.79603301088
14719,391313.1032762831
13978,125388.42502767153
3286,149186.8419005235
13019,343340.4334779995
1421,165589.5942086173
13502,182032.1344171129
14811,120667.05855238861
9297,285053.40656740044
7749,402695.10013501905
16555,142219.41792576254
14576,188710.3875180617
12766,152685.79471681625
4679,132199.86710069032
10033,186883.28967341004
11231,228487.725939791
15112,153700.47313314583
10617,176486.25329439912
2175,171464.41242649377
16502,423448.90972689417
10106,188480.63691809357
12561,168251.221190728
15907,250963.26971874034
8069,127350.85891457787
8316,128002.340009429
12343,240285.41843416807
12092,189540.62613906193
1527,190178.12749121388
10010,248636.76553660698
655,129058.82133524748
10549,144858.00638606664
3248,122319.45082771269
13499,233772.24177591343
14959,200248.32611710406
6070,165284.36511582675
11360,264725.32488845143
12102,196493.72179707602
11870,299626.8448620136
3713,124677.02366765695
3230,151362.64302516292
7742,227339.83843175898
15092,329474.23709154234
8728,279254.6108926887
3386,165592.6027829132
9409,149372.27850203784
16545,237754.858276127
3127,162170.76288941345
11344,161768.84189196202
2112,242060.55317231914
7310,204313.4553184715
6313,238765.16658292606
3681,403983.3499709145
5114,381107.1228933875
270,156575.80074637439
14350,172684.77227453684
12223,335731.8224282392
1066,181499.56492124702
16116,395915.4056929329
11410,481003.94662554044
4088,157534.15078929847
5956,177286.56201846732
14669,155579.89950886703
13871,128645.95384346122
4126,213341.07209173462
12114,214974.33755817832
16607,163156.8397107854
4266,207566.49078961398
13518,194194.71193286646
11856,286775.2379177637
3885,244022.46771924483
8891,172853.4738118716
4964,169465.91211460947
7696,160956.98406731436
6894,142162.62865174
9766,173928.8684523906
4800,164781.45952950494
2840,187595.71937415964
4743,175453.90501716538
13562,385344.51469511597
8301,201581.79660623477
5405,175689.00366380083
1535,172527.67333086577
9073,127831.69368433309
1698,341475.7134109953
12262,238201.47153284829
6794,185811.39946649314
12701,178034.93433955463
8432,182761.35578913958
13540,122170.00145893553
8629,166418.71159524054
1440,177048.73495021684
8596,198651.5418264314
9575,279207.9291689486
14976,99754.36891321174
3149,221681.37045761573
5157,162322.9830291953
10748,170147.94228339574
9719,334629.10755352647
6376,179904.23383756782
9733,175055.3364900227
4749,215893.8748920174
4994,373062.7401346572
538,182838.2095627742
5512,147061.25656805595
9778,164375.5463385102
9761,141866.8002070731
3174,364209.4423538734
13429,200789.96399889715
10467,67858.02983676655
14129,201006.9423586052
13608,245566.3934185553
11106,154615.84840502444
12048,172990.67848129864
1054,337082.930769908
3582,194663.05873867293
1566,152051.96512983792
11529,163959.38249409705
11859,145331.7500866852
10582,147280.2993653978
14907,420531.07863974466
14039,164716.97152264198
10489,197117.99022053415
3331,307322.52139732224
10153,239081.59077689744
5271,157478.1312438485
11871,365762.53593228385
776,139802.81612273338
3994,135073.77687323318
9433,67188.95710102886
14275,136272.40579682245
8030,239778.81056068174
8169,259472.71980020934
8053,178124.25721210038
4822,226491.14027710262
13197,230737.39494773268
13634,265013.86335144116
8951,179597.37932841628
12176,262656.8485679518
15471,140694.29778726393
14962,154021.93829710587
12512,124609.72520970726
8697,455034.10758972354
7095,227066.537289779
13639,206639.20965198317
16660,158112.3668692634
5848,142276.96212102866
5386,180558.08913584697
10880,273935.24040085456
3954,183770.0196712292
13426,280012.2497962203
5966,206984.8696784268
16315,287993.70797260787
7455,172141.4947408776
11071,228801.6942530918
14740,213337.0710163709
16087,189439.72836822786
8931,271768.54835871264
15289,163711.21407694422
16089,264942.29193522164
12128,186930.90132417754
4724,238386.82891233396
8585,206106.3602435693
7188,224204.72937371224
5423,194646.35901437895
10488,209143.01537886568
5980,234318.47136383515
8376,226961.29512671524
12397,134109.6689815496
16496,192359.88859712007
4891,258388.3389991943
9710,155643.40076897855
6339,178423.19180360212
244,198187.21182058178
5002,235019.77316334477
5358,187722.1635993603
7636,157025.20392093412
9361,306818.4097821808
3601,122081.34128648152
15755,169605.0009977061
172,179292.57935311637
3037,321977.30616409593
577,273834.75510158227
3607,202366.66475148624
2515,125344.19003442212
10413,161135.72188212484
10511,233212.43146845806
4637,435577.1082752863
12736,284441.57508016645
9534,235529.73029643565
11641,232436.55701728386
10419,259963.2702064821
15313,188249.1937515281
14915,194198.2621330871
12409,324695.52263751975
9405,135901.61951741212
14066,211953.53857955037
14108,195335.16014590854
11931,240189.45913340047
11464,340047.1680665685
926,143507.32758135808
11190,211790.80271144345
10260,183838.94996188793
12712,181088.20219872124
1234,218061.7750200174
11608,111309.84517208616
3776,250419.72559433078
4881,200248.32611710406
10266,170588.03390821232
3262,258608.1760003971
3576,355504.70570772124
16604,428672.7860199132
8041,197689.83637926157
10691,240845.43971531288
8357,182276.38764950316
11661,151211.82619583592
4453,242523.32324522195
15936,212934.74646339635
8463,264401.236174669
15770,236620.89790580948
466,164369.8542548011
14965,85316.44793113132
11227,163510.45454841875
9894,254713.39868316922
11746,197488.00420968235
4118,146373.13431799866
756,320784.23486434907
15589,173965.91300994263
109,331977.16654746566
5778,212532.3320845083
1731,107190.72254032294
3450,158484.46525135377
2961,214993.8144153498
222,174769.25163844542
11454,332344.7291355721
7339,185246.77353339214
12096,109134.79953714728
14074,206771.09518422547
4058,329349.1628006154
6603,258992.87796676313
3289,119854.67436880381
16681,262461.79682985763
8200,286966.9259560244
3343,277125.1202279419
7802,179330.7666584839
2082,377059.6911051596
217,264245.8554291783
1720,173332.55246874274
7224,245312.75828055438
6176,138225.84672122475
12571,239420.86470797835
16666,312094.5769426964
8908,210179.6749067431
6914,180289.62276631946
5428,171653.08566944397
381,183354.89796434398
3991,187301.89688494182
16365,254813.49424383312
1046,243225.829820778
391,160207.39709751485
9212,297013.6437100629
3022,178830.6193928423
9961,122203.66388475218
6764,206531.48229505803
7720,184493.81016364694
4809,198868.61978770097
8877,317304.50504587963
7817,189283.51827580636
10614,113515.57347300505
5553,262571.2517543302
16488,140262.6517417003
11002,182788.53610540298
13592,354935.0000546914
15050,217114.49032429315
13553,239108.30671970177
9041,204472.1641909123
5461,397364.02831873845
16274,350973.2014403914
2138,100376.46199882563
6245,166164.0090941691
8245,193659.9482032534
6491,203330.3430824987
13218,242861.67969113847
13101,120004.92136418338
10462,145980.10962254167
4079,188443.74569260626
1506,433093.6301872771
14107,127831.69368433309
12215,271561.9799766187
11576,297920.11687666015
10567,228423.75850385468
12713,208040.65660759975
1468,324726.9782550476
2549,245405.3654084417
4172,215958.59236685786
12380,233548.54101862744
3513,122922.4676789546
8165,246962.80782210414
1127,208775.64846295785
14601,375584.45285395725
15526,284315.07563258556
986,256873.51593305584
14968,224419.52532758177
9348,204224.97353068923
6317,260606.66226264279
7497,86476.42920908153
5079,372938.3610436655
528,182086.45886490998
10964,152660.8380794685
5812,345718.035291714
11022,213072.18539942743
16251,150007.0333881264
5863,121438.15087647534
8664,219518.79249626232
5396,193482.54741030236
6917,238094.29389944932
12776,130334.69638892873
473,249693.64910943748
13333,209103.40059352265
13023,180850.243083483
7357,212305.0776204779
10955,408751.4869648907
11914,325840.34874269285
12535,206577.42081332006
11205,184829.49382413633
13209,179511.14385007144
16119,319578.6974285027
2174,210713.0095976327
4834,200384.32647774337
10151,178828.9956254758
5584,223031.67555074065
6672,214028.56720802624
12858,303426.53048244823
5106,171099.407849068
8884,176352.91981992303
13766,184575.77873799912
12556,127827.90150143177
12910,211227.43826398373
6258,127831.69368433309
7100,211355.76713941805
1793,201656.12571308922
3335,183756.7243674519
12835,177344.41242512697
10591,169681.20843717924
15707,246098.7835345342
16389,154564.8397840433
7440,278056.7416765566
6293,168246.39657331473
3937,198096.85170121962
16527,204892.5692591284
5102,246036.2320010403
10734,302871.3336842683
7986,167116.9482632575
6495,125625.74019210522
9571,237435.50851607346
5131,198077.18176746788
10761,283526.83115241904
143,367531.7387623696
13829,178488.94000094553
13662,229019.47782379895
1771,152908.47143559964
5448,206966.42946866158
8594,171164.48351039612
12038,230126.06901473922
16471,168723.42368400717
16764,147065.72053164386
1282,171985.95132775657
15101,250400.4825406634
9473,155790.61654258656
2324,391950.3866760138
14448,211591.21744777178
6000,67358.6072030351
2077,139129.99226273198
12960,247679.30335983602
15837,205424.9105476868
8805,230747.90580287905
9987,244757.19267388948
1580,248538.23429802497
11089,130139.89966973466
10926,209570.34751510745
12773,437646.08341554244
6490,286832.5513424487
10858,129032.46901486255
2831,136940.00079587774
16326,161843.27185077604
371,250770.38533615076
8852,200789.96399889715
6713,318068.5597436437
4230,188053.05696206272
3639,212403.09338978567
3642,196052.22840487064
5149,196682.909337733
2861,220387.72180370166
13300,123317.80247652424
2807,334377.63995779364
5919,113259.90916420637
12716,457302.0820947409
4271,235163.90893171396
16055,250190.1158036371
3747,220857.81671398762
5857,193997.08391418753
6884,332448.2504519256
16027,269409.3224481455
3512,319181.69414719136
5181,166389.97856513388
16732,239446.681173025
1908,178230.26356983095
12082,184283.12632510852
7286,148513.51903242772
8216,156923.425923991
6929,335078.7306718905
3950,274547.5729445102
12479,181666.15074125002
877,125587.96576039626
1366,186450.01007671235
384,136592.72322269314
5767,211420.2616582808
6910,147792.66337727616
187,183188.43856592386
10164,296844.1660822239
8603,229481.0338344789
15834,208915.59777470588
3078,133765.89284824656
3479,246262.4724585094
6671,231302.9798697608
6078,177794.9577564095
16271,150861.90850791454
16191,158673.391162117
11544,169786.49598328615
7781,172047.37602773707
14918,302342.78243782435
6238,200077.8196089078
12989,195561.93032068192
11907,236974.61008621473
9696,157010.11295124222
14084,350116.1086230196
3895,161104.65767175297
4367,173864.51125207593
8453,64777.458769909594
7638,335939.59882519336
8373,237128.30438167133
4674,166600.0002919396
15787,161514.49588299863
5903,249387.77395938945
13679,219405.5111099103
9018,332884.35247546504
15823,244650.10678450754
13289,145980.10962254167
9896,192987.36501496594
14436,190988.3509871055
5547,233922.88302880933
4048,310384.98328930343
16579,194156.66391576416
8550,179804.9576502022
9385,288855.6555845092
5242,173136.9762039636
31,189301.9372384922
6144,253608.91303866988
3990,208262.89613481652
2523,95865.08576411476
12608,240788.01580572943
7234,190603.4561338805
15264,200339.24236568797
9623,180641.8104496869
3161,317703.1046312868
7425,115525.08290248593
13021,287282.75556701655
4044,148499.67284055523
15411,242541.75989138262
979,303445.54295389575
5514,242680.72889296288
4817,168002.84397609637
2115,197563.90216360876
10571,244885.94858160918
8992,242571.15587008625
15546,183475.10927848404
11359,133185.73063190948
11972,167853.45078651264
12838,168669.5403096302
5948,128974.84878870138
422,277801.98819495126
4855,167529.08940328253
16197,118252.1667673359
8926,373572.8167561738
5703,182867.36754598856
8848,200567.3114387641
7039,299786.30749453383
3806,153244.7839683163
15154,218563.01652923366
13132,185921.6927337455
7438,198834.38375361744
4398,251239.16622515628
2440,177876.68162301506
3751,160096.05554016485
1476,186907.24621783302
2264,265632.83678009216
16444,174389.96297915422
10704,158256.7196757724
4033,134321.32016204204
4508,131657.31015686598
16290,257474.89271314055
10387,201581.79660623477
5457,155925.33564111576
4910,290681.6141465025
7451,197416.4613074672
10732,157938.526325023
8015,150405.35754633325
6148,179825.79370177892
5892,239081.59077689744
7825,214314.90939668386
6851,219218.25859439225
6633,212104.98671444727
2139,256271.64201663015
10213,298884.5316452824
2830,218898.71620467966
13907,141426.7161642987
15897,336670.6838691194
8311,195658.26547361197
14230,201182.78154479587
3878,194747.23375325772
13732,198565.2284474701
12110,177890.5568399339
10675,321524.2057968308
12946,136837.3848922496
16754,229264.32279746144
4394,257069.0099017891
16728,177288.91911547945
14378,309749.734560049
9949,168404.58194606882
994,190947.91628512536
13258,149728.4730910628
5883,352206.1786245902
6933,320352.2174551893
13193,226584.5710339059
13286,176332.35401433503
13407,387120.1104219322
7512,123153.6743470633
7221,209126.08254969158
14428,191527.1643095085
1740,196742.38915565787
3,150640.0338112415
12952,226420.41211007303
11537,149543.15761096476
2558,130519.83499702801
14081,259097.1552851257
3517,197869.40976479615
7149,223268.57339721778
15777,117258.00750944545
8995,218377.64859627574
826,366391.4916330582
509,270824.2053082311
14875,294467.5770769383
6591,167100.56972429753
11283,116981.8846002598
9897,237226.3243487364
14902,166233.3961008485
14291,173014.6528119749
3162,226695.8102673222
4206,192921.9417761807
11580,197514.80643894474
2007,251690.8721594712
14939,283940.37821050064
13572,187532.50850861229
